Format version,Period,User ID
1,01-01-2025..30-12-2025,c0675SB56ge2DX7aKURP4Ai4JnA3

###

Date,Payment,Is paid,Amount,Currency,Account,Category,Subcategory,Goal,Description
09-11-2025,Transferencia a BBVA (Out),true,-120,MXN,Monedero físico ,Transferencia,,,
09-11-2025,Transferencia a DolarApp (Out),true,-100,MXN,BBVA,Transferencia,,,
09-11-2025,Transferencia a DolarApp (In),true,100,MXN,DolarApp,Transferencia,,,
09-11-2025,Transferencia a Dolar App | Inversiones (Out),true,-55.38,MXN,DolarApp,Transferencia,,,
09-11-2025,Transferencia a Dolar App | Inversiones (In),true,55.38,MXN,Dolar App | Inversiones,Transferencia,,,
10-11-2025,Salario,true,200,MXN,Monedero físico ,Salario,,,
10-11-2025,Pago CT Farm,true,19.50,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
10-11-2025,Transferencia a BBVA (In),true,300,MXN,BBVA,Transferencia,,,
10-11-2025,Transferencia a BBVA (Out),true,-300,MXN,Monedero físico ,Transferencia,,,
10-11-2025,Transferencia a DolarApp (Out),true,-147,MXN,Cwallet ,Transferencia,,,
10-11-2025,Transferencia a DolarApp (In),true,147,MXN,DolarApp,Transferencia,,,
10-11-2025,Transferencia a BBVA (Out),true,-50,MXN,DolarApp,Transferencia,,,
10-11-2025,Transferencia a BBVA (In),true,50,MXN,BBVA,Transferencia,,,
10-11-2025,Transferencia a BBVA (Out),true,-145.99,MXN,DolarApp,Transferencia,,,
10-11-2025,Transferencia a BBVA (In),true,145.99,MXN,BBVA,Transferencia,,,
10-11-2025,Compra de agua,true,-10,MXN,BBVA,Comida,,,
10-11-2025,Transferencia a Binance (In),true,51,MXN,Binance,Transferencia,,,
10-11-2025,Transferencia a Binance (Out),true,-51,MXN,BBVA,Transferencia,,,
10-11-2025,Transferencia a Cwallet  (Out),true,-257.41,MXN,NCwallet ,Transferencia,,,
10-11-2025,Transferencia a Cwallet  (In),true,257.41,MXN,Cwallet ,Transferencia,,,
10-11-2025,Transferencia a Cwallet  (Out),true,-51,MXN,Binance,Transferencia,,,
10-11-2025,Transferencia a Cwallet  (In),true,51,MXN,Cwallet ,Transferencia,,,
10-11-2025,"Compra de plan 50,000 H/s Trimestral",true,-305.08,MXN,Cwallet ,Inversión,CryptoTab Pool,,Pago con cripto
11-11-2025,Transferencia a BBVA (In),true,100,MXN,BBVA,Transferencia,,,
11-11-2025,Transferencia a BBVA (Out),true,-100,MXN,Monedero físico ,Transferencia,,,
11-11-2025,Transferencia a BBVA (In),true,50,MXN,BBVA,Transferencia,,,
11-11-2025,Transferencia a BBVA (Out),true,-50,MXN,Monedero físico ,Transferencia,,,
11-11-2025,Transferencia a Binance (In),true,65,MXN,Binance,Transferencia,,,
11-11-2025,Transferencia a Binance (Out),true,-65,MXN,BBVA,Transferencia,,,
11-11-2025,Transferencia a Polymarket (Out),true,-62.30,MXN,Binance,Transferencia,,,
11-11-2025,Transferencia a Polymarket (In),true,62.30,MXN,Polymarket,Transferencia,,,
11-11-2025,Transferencia a Binance (In),true,7.32,MXN,Binance,Transferencia,,,
11-11-2025,Transferencia a Binance (Out),true,-7.32,MXN,Polymarket,Transferencia,,,
11-11-2025,Compra de artículos en línea,true,-292.88,MXN,BBVA,Electrónica,,,Temu
12-11-2025,Transferencia a IQ Option | soporteclubgaming@gmail.co (In),true,200,MXN,IQ Option | soporteclubgaming@gmail.com,Transferencia,,,
12-11-2025,Transferencia a IQ Option | soporteclubgaming@gmail.co (Out),true,-200,MXN,BBVA,Transferencia,,,
12-11-2025,Bono de depósito,true,100,MXN,IQ Option | soporteclubgaming@gmail.com,Recompensas,,,Del 50% con vencimiento si en determinada fecha límite no se cumple con un volumen de dinero mínimo en las operaciones. 
12-11-2025,Transferencia a BBVA (In),true,40,MXN,BBVA,Transferencia,,,
12-11-2025,Transferencia a BBVA (Out),true,-40,MXN,Monedero físico ,Transferencia,,,
13-11-2025,Transferencia a BBVA (In),true,20,MXN,BBVA,Transferencia,,,
13-11-2025,Transferencia a BBVA (Out),true,-20,MXN,Monedero físico ,Transferencia,,,
13-11-2025,Transferencia para cubrir ciertos costos de compra,true,150,MXN,BBVA,Recompensas,,,Compra en Temu
13-11-2025,Transferencia a BBVA (In),true,100,MXN,BBVA,Transferencia,,,
13-11-2025,Transferencia a BBVA (Out),true,-100,MXN,Monedero físico ,Transferencia,,,
13-11-2025,Compra de 6 hojas blancas y tijeras,true,-35,MXN,BBVA,Educación,,,
14-11-2025,Pago CT Pool,true,52.15,MXN,NCwallet ,Inversión,CryptoTab Pool,,"3,000 SAT"
14-11-2025,Pago CT Browser,true,52.15,MXN,NCwallet ,Inversión,CryptoTab Browser,,"3,000 SAT"
14-11-2025,Transferencia a BBVA (Out),true,-40,MXN,Monedero físico ,Transferencia,,,
14-11-2025,Transferencia a BBVA (In),true,40,MXN,BBVA,Transferencia,,,
15-11-2025,1/2 | Pago bebida,true,-20,MXN,Monedero físico ,Comida,,,
15-11-2025,2/2 Pago bebida ,true,-4.50,MXN,BBVA,Comida,,,
15-11-2025,Transferencia a Binance (In),true,120,MXN,Binance,Transferencia,,,
15-11-2025,Transferencia a Binance (Out),true,-120,MXN,BBVA,Transferencia,,,
15-11-2025,Transferencia a Cwallet  (In),true,124.47,MXN,Cwallet ,Transferencia,,,
15-11-2025,Transferencia a Cwallet  (Out),true,-124.47,MXN,Binance,Transferencia,,,
15-11-2025,Transferencia a Olymptrade (Out),true,-92.62,MXN,Cwallet ,Transferencia,,,
15-11-2025,Transferencia a Olymptrade (In),true,92.62,MXN,Olymptrade,Transferencia,,,
16-11-2025,Ganancias de la semana,true,0.55,MXN,Olymptrade,Trading ,Olymptrade,,
16-11-2025,Pago CT Farm,true,17.29,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
16-11-2025,Por responder encuesta,true,2.25,MXN,Google Play ,Recompensas,,,
17-11-2025,Transferencia a DolarApp (In),true,38.45,MXN,DolarApp,Transferencia,,,
17-11-2025,Transferencia a DolarApp (Out),true,-38.45,MXN,Cwallet ,Transferencia,,,
17-11-2025,Transferencia a Dolar App | Inversiones (Out),true,-38.45,MXN,DolarApp,Transferencia,,,
17-11-2025,Transferencia a Dolar App | Inversiones (In),true,38.45,MXN,Dolar App | Inversiones,Transferencia,,,
17-11-2025,Transferencia a Cwallet  (Out),true,-92.62,MXN,Olymptrade,Transferencia,,,
17-11-2025,Transferencia a Cwallet  (In),true,92.62,MXN,Cwallet ,Transferencia,,,
17-11-2025,Transferencia a Binance (In),true,92.62,MXN,Binance,Transferencia,,,
17-11-2025,Transferencia a Binance (Out),true,-92.62,MXN,Cwallet ,Transferencia,,,
17-11-2025,Transferencia a DolarApp (In),true,40,MXN,DolarApp,Transferencia,,,
17-11-2025,Transferencia a DolarApp (Out),true,-40,MXN,Binance,Transferencia,,,
18-11-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
18-11-2025,Pago CT Pool,true,51.22,MXN,NCwallet ,Inversión,CryptoTab Pool,,"3,000 SAT"
18-11-2025,Transferencia a BBVA (In),true,200,MXN,BBVA,Transferencia,,,
18-11-2025,Transferencia a BBVA (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
19-11-2025,Pago CT Browser,true,49.05,MXN,NCwallet ,Inversión,CryptoTab Browser,,"3,001 SAT"
20-11-2025,Compra de artículos en reposición de los dañados,true,-101.50,MXN,BBVA,Electrónica,,,se usarán como futuros repuestos cuando llegue el pedido bueno. 
21-11-2025,Ganancias de la semana,true,16.35,MXN,IQ Option | soporteclubgaming@gmail.com,Trading ,IQ Option,,−0.57+0.03+8.19+8.70=16.35
22-11-2025,Pago CT Farm,true,15.61,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
23-11-2025,Pago CT Pool,true,48.19,MXN,NCwallet ,Inversión,CryptoTab Pool,,"3,000 SAT"
24-11-2025,Galletas,true,-15,MXN,BBVA,Comida,,,
24-11-2025,Semanal,true,100,MXN,Monedero físico ,Salario,,,1/2
24-11-2025,Pago CT Browser,true,56.21,MXN,NCwallet ,Inversión,CryptoTab Browser,,"3,500 SAT"
24-11-2025,Transferencia a BBVA (Out),true,-100,MXN,Monedero físico ,Transferencia,,,
24-11-2025,Transferencia a BBVA (In),true,100,MXN,BBVA,Transferencia,,,
25-11-2025,Senanal,true,100,MXN,Monedero físico ,Salario,,,2/2
28-11-2025,Pago CT Pool,true,50.01,MXN,NCwallet ,Inversión,CryptoTab Pool,,"3,000 SAT"
28-11-2025,Transferencia a Cwallet  (In),true,52.67,MXN,Cwallet ,Transferencia,,,
28-11-2025,Transferencia a Cwallet  (Out),true,-52.67,MXN,Binance,Transferencia,,,
28-11-2025,Transferencia a Walbi (In),true,52,MXN,Walbi,Transferencia,,,
28-11-2025,Transferencia a Walbi (Out),true,-52,MXN,Cwallet ,Transferencia,,,
29-11-2025,Pago CT Farm,true,16.82,MXN,NCwallet ,Inversión,CryptoTab Farm,,"1,000 SAT"
30-11-2025,Pago CT Browser,true,50.30,MXN,NCwallet ,Inversión,CryptoTab Browser,,"Pago 3,000 SAT"
30-11-2025,Transferencia a BBVA (In),true,70,MXN,BBVA,Transferencia,,,
30-11-2025,Transferencia a BBVA (Out),true,-70,MXN,Monedero físico ,Transferencia,,,
30-11-2025,Compra de sopa,true,-10,MXN,DolarApp,Comida,,,
30-11-2025,Operación BTC ↗️,true,-3.28,MXN,Walbi,Perdidas de inversiones,Trading,,
30-11-2025,Transferencia a Cwallet  (In),true,512.17,MXN,Cwallet ,Transferencia,,,
30-11-2025,Transferencia a Cwallet  (Out),true,-512.17,MXN,NCwallet ,Transferencia,,,
01-12-2025,Transferencia a Binance (In),true,491.12,MXN,Binance,Transferencia,,,
01-12-2025,Transferencia a Binance (Out),true,-491.12,MXN,BBVA,Transferencia,,,
01-12-2025,Renovación de membresía de VisualEconomik,true,-9,MXN,Google Play ,Play Store,Suscripciones,,YouTube | Mensual
01-12-2025,Transferencia a Binance (In),true,512.12,MXN,Binance,Transferencia,,,
01-12-2025,Transferencia a Binance (Out),true,-512.12,MXN,Cwallet ,Transferencia,,,
01-12-2025,Renovación de suscripción CT Pool,true,-274.91,MXN,Binance,Inversión,CryptoTab Pool,,"50,000 H/s | Trimestral"
01-12-2025,Renovación de suscripción CT Farm,true,-260.80,MXN,Binance,Inversión,CryptoTab Farm,,"47,000 H/s | Trimestral"
01-12-2025,Suscripción CT Farm,true,-259.78,MXN,Binance,Inversión,CryptoTab Farm,,"47,000 H/s | Trimestral"
01-12-2025,Suscripción CT Browser,true,-175,MXN,Binance,Inversión,CryptoTab browser ,,"15,000 H/s | Trimestral"
01-12-2025,Semanal,true,200,MXN,Monedero físico ,Salario,,,
01-12-2025,Transferencia a BBVA (In),true,200,MXN,BBVA,Transferencia,,,
01-12-2025,Transferencia a BBVA (Out),true,-200,MXN,Monedero físico ,Transferencia,,,
01-12-2025,Operación BTC ↗️,true,0.88,MXN,Walbi,Trading ,Walbi,,
01-12-2025,Renovación de membresía de VisualPolitik,true,-9,MXN,DolarApp,Play Store,Suscripciones,,YouTube | Mensual
01-12-2025,Pago BTC Mining,true,15.90,MXN,Speed Wallet,Inversión,Bitcoin Mining,,
02-12-2025,Pago Tap Mining,true,42.09,MXN,Speed Wallet,Inversión,Tap Mining,,"2,500 SAT"
02-12-2025,Bonificación por compra,true,9,MXN,NCwallet ,Recompensas,,,En HashCoin
03-12-2025,Pago CT Pool,true,50.76,MXN,NCwallet ,Inversión,CryptoTab Pool,,"3,000 SAT"
03-12-2025,Transferencia a Binance (Out),true,-54.98,MXN,Polymarket,Transferencia,,,
03-12-2025,Transferencia a Binance (In),true,54.98,MXN,Binance,Transferencia,,,
03-12-2025,Transferencia a Binance (In),true,58,MXN,Binance,Transferencia,,,
03-12-2025,Transferencia a Binance (Out),true,-58,MXN,Speed Wallet,Transferencia,,,
03-12-2025,Transferencia a BBVA (Out),true,-111.24,MXN,Binance,Transferencia,,,
03-12-2025,Transferencia a BBVA (In),true,111.24,MXN,BBVA,Transferencia,,,
03-12-2025,Transferencia a BBVA (Out),true,-250,MXN,Monedero físico ,Transferencia,,,Transferencia de emergencia para asegurar suficiente liquidez para diferentes objetivos. 
03-12-2025,Transferencia a BBVA (In),true,250,MXN,BBVA,Transferencia,,,Transferencia de emergencia para asegurar suficiente liquidez para diferentes objetivos. 
03-12-2025,Transferencia a Binance (Out),true,-561.24,MXN,BBVA,Transferencia,,,
03-12-2025,Transferencia a Binance (In),true,561.24,MXN,Binance,Transferencia,,,
03-12-2025,Transferencia a Cwallet  (In),true,45.50,MXN,Cwallet ,Transferencia,,,
03-12-2025,Transferencia a Cwallet  (Out),true,-45.50,MXN,Binance,Transferencia,,,
03-12-2025,Transferencia a DolarApp (Out),true,-45.50,MXN,Cwallet ,Transferencia,,,
03-12-2025,Transferencia a DolarApp (In),true,45.50,MXN,DolarApp,Transferencia,,,
03-12-2025,Compra de más poder de minado,true,-38.23,MXN,DolarApp,Inversión,Cloud Power Miner,,200 GH/s en total
03-12-2025,Transferencia a IQ Option | soporteclubgaming@gmail.com (In),true,200,MXN,IQ Option | soporteclubgaming@gmail.com,Transferencia,,,
03-12-2025,Transferencia a IQ Option | soporteclubgaming@gmail.com (Out),true,-200,MXN,Binance,Transferencia,,,
04-12-2025,Transferencia a Binance (Out),true,-413.27,MXN,IQ Option | soporteclubgaming@gmail.com,Transferencia,,,
04-12-2025,Transferencia a Binance (In),true,413.27,MXN,Binance,Transferencia,,,
04-12-2025,Transferencia a Olymptrade (Out),true,-273.85,MXN,Binance,Transferencia,,,
04-12-2025,Transferencia a Olymptrade (In),true,273.85,MXN,Olymptrade,Transferencia,,,
04-12-2025,Bono por depósito,true,82.20,MXN,Olymptrade,Recompensas,,,
05-12-2025,Operación BRENT ↗️,true,1.51,MXN,Olymptrade,Trading ,Olymptrade,,
05-12-2025,Pago CT Browser,true,48.63,MXN,NCwallet ,Inversión,CryptoTab Browser,,"3,000 SAT"
06-12-2025,Pago CT Farm,true,32.65,MXN,NCwallet ,Inversión,CryptoTab Farm,,"2,000 SAT"
08-12-2025,Operación AUD/USD ↗️,true,-3.81,MXN,Olymptrade,Perdidas de inversiones,Trading,,
08-12-2025,Pago CT Pool,true,49.03,MXN,NCwallet ,Inversión,CryptoTab Pool,,"3,000 SAT"
08-12-2025,Transferencia a Cwallet  (In),true,54,MXN,Cwallet ,Transferencia,,,
08-12-2025,Transferencia a Cwallet  (Out),true,-54,MXN,Binance,Transferencia,,,
08-12-2025,Transferencia a DolarApp (In),true,54,MXN,DolarApp,Transferencia,,,
08-12-2025,Transferencia a DolarApp (Out),true,-54,MXN,Cwallet ,Transferencia,,,
08-12-2025,Suscripción Trae AI,true,-54.72,MXN,DolarApp,Servicios digitales,Editores de código,,Mensual
09-12-2025,Operación Bitcoin ↘️,true,-12.20,MXN,Olymptrade,Perdidas de inversiones,Trading,,
10-12-2025,Pago CT Browser,true,49.01,MXN,NCwallet ,Inversión,CryptoTab Browser,,"3,000 SAT"
10-12-2025,Operación AUD/JPY ↗️,true,1.53,MXN,Olymptrade,Trading ,Olymptrade,,
11-12-2025,Operación Oro ↗️,true,0.66,MXN,Olymptrade,Trading ,Olymptrade,,
11-12-2025,Operación CHF/JPY ↗️,true,0.87,MXN,Olymptrade,Trading ,Olymptrade,,
11-12-2025,Operación Bitcoin ↗️,true,-0.44,MXN,Olymptrade,Perdidas de inversiones,Trading,,
14-12-2025,Pago CT Pool,true,47.75,MXN,NCwallet ,Inversión,CryptoTab Pool,,"3,000 SAT"
15-12-2025,Operación Bitcoin ↗️,true,-9.98,MXN,Olymptrade,Perdidas de inversiones,Trading,,
15-12-2025,Pago CT Farm,true,31.04,MXN,NCwallet ,Inversión,CryptoTab Farm,,"2,000 SAT"
15-12-2025,Operación Ethereum ↘️,true,0.30,MXN,Olymptrade,Trading ,Olymptrade,,
15-12-2025,Cancelación del bono,true,-82.20,MXN,Olymptrade,Otro,,,
16-12-2025,Pago CT Browser,true,47.28,MXN,NCwallet ,Inversión,CryptoTab Browser,,"3,000 SAT"
16-12-2025,Transferencia a Cwallet  (In),true,252.44,MXN,Cwallet ,Transferencia,,,
16-12-2025,Transferencia a Cwallet  (Out),true,-252.44,MXN,Olymptrade,Transferencia,,,
16-12-2025,Transferencia a Walbi (In),true,85.60,MXN,Walbi,Transferencia,,,
16-12-2025,Transferencia a Walbi (Out),true,-85.60,MXN,Cwallet ,Transferencia,,,
16-12-2025,Transferencia a Cwallet  (Out),true,-131.54,MXN,Walbi,Transferencia,,,
16-12-2025,Transferencia a Cwallet  (In),true,131.54,MXN,Cwallet ,Transferencia,,,
16-12-2025,Transferencia a Exnova  (2da cuenta) (Out),true,-200,MXN,Cwallet ,Transferencia,,,
16-12-2025,Transferencia a Exnova  (2da cuenta) (In),true,200,MXN,Exnova  (2da cuenta),Transferencia,,,
18-12-2025,Operación BTC ↘️,true,0.90,MXN,Exnova  (2da cuenta),Trading ,Exnova,,
19-12-2025,Por responder encuesta de Google,true,1,MXN,Google Play ,Recompensas,,,
19-12-2025,Pago CT Pool,true,47.40,MXN,NCwallet ,Inversión,CryptoTab Pool,,"3,000 SAT "
19-12-2025,Transferencia a Binance (In),true,64.50,MXN,Binance,Transferencia,,,
19-12-2025,Transferencia a Binance (Out),true,-64.50,MXN,Cwallet ,Transferencia,,,
21-12-2025,Pago CT Farm,true,31.86,MXN,NCwallet ,Inversión,CryptoTab Farm,,"2,000 SAT"
21-12-2025,Pago CT Browser,true,47.79,MXN,NCwallet ,Inversión,CryptoTab Browser,,"3,000 SAT"
21-12-2025,Transferencia a BBVA (Out),true,-200,MXN,Ahorros dispersos,Transferencia,,,
21-12-2025,Transferencia a BBVA (In),true,200,MXN,BBVA,Transferencia,,,
21-12-2025,Transferencia a DolarApp (In),true,200,MXN,DolarApp,Transferencia,,,
21-12-2025,Transferencia a DolarApp (Out),true,-200,MXN,BBVA,Transferencia,,,
21-12-2025,Transferencia a Dolar App | Inversiones (In),true,200,MXN,Dolar App | Inversiones,Transferencia,,,
21-12-2025,Transferencia a Dolar App | Inversiones (Out),true,-200,MXN,DolarApp,Transferencia,,,
25-12-2025,Por responder encuesta de Google,true,4.28,MXN,Google Play ,Recompensas,,,
25-12-2025,Compra de hosting bot de señales trading,true,-8.06,MXN,DolarApp,Inversión,,,Plan mensual
28-12-2025,Pago CT Pool,true,47.18,MXN,NCwallet ,Inversión,CryptoTab Pool,,"3,000 SAT"
28-12-2025,Pago CT Browser,true,47.18,MXN,NCwallet ,Inversión,CryptoTab Browser,,"3,001 SAT"
30-12-2025,Pago CT Pool,true,47.57,MXN,NCwallet ,Inversión,CryptoTab Pool,,"3,000 SAT"

###

Account,Account Balance,Available Balance,Credit Limit,Currency,Is savings,Description
Monedero físico ,84.50,84.50,0,MXN,false,Cartera 💶
DolarApp,37.17,37.17,0,MXN,false,
BBVA,0,0,0,MXN,false,
Google Play ,7.65,7.65,0,MXN,false,El saldo en la app de Google Play 
Bitrefill,0.39,0.39,0,MXN,false,Plataforma de compras con crypto
RedotPay,2.52,2.52,0,MXN,false,Billetera Crypto
NCwallet ,665,665,0,MXN,false,El saldo es inestable y puede variar en la app oficial
Cwallet ,0,0,0,MXN,false,El saldo en este wallet 
MetaMask,9.62,9.62,0,MXN,false,
Binance,395.79,395.79,0,MXN,false,
OKX,0,0,0,MXN,false,Broker cripto
Tarjeta tren,4,4,0,MXN,false,
Edge Wallet,0.20,0.20,0,MXN,false,
Speed Wallet,0.40,0.40,0,MXN,false,
Trust Wallet,0,0,0,MXN,false,Wallet de criptomonedas
Wallet Muun,0,0,0,MXN,false,Una wallet necesaria para pasar de lightning a cuenta normal
Olymptrade,0,0,0,MXN,false,Cuenta de Trading
Iq Option | luis213465rivas@gmail.com,21.07,21.07,0,MXN,false,⚠️ Ya no es posible pasar el KYC con esta cuenta porque el proceso de hizo con la otra cuenta para probar el QTrading Bot
IQ Option | soporteclubgaming@gmail.com,0,0,0,MXN,false,Cuenta dedicada para las operaciones del QTRADING BOT
Exnova  (2da cuenta),200.90,200.90,0,MXN,false,Cuenta creada con el correo: luis.rivas1328@alumnos.udg.mx
Exnova (1era cuenta),11.48,11.48,0,MXN,false,⚠️ Cuenta baneada por la eliminación. Creada con el correo: luis213465rivas@gmail.com
Walbi,0,0,0,MXN,false,Plataforma de trading
Pocket Option,16.33,16.33,0,MXN,false,
Polymarket,0,0,0,MXN,false,Cuenta de pronósticos sobre diferentes cosas
Dolar App | Inversiones,274.88,274.88,0,MXN,false,
Ahorros dispersos,25,25,0,MXN,true,Los que están por varios lugares 
Alcancía,1,1,0,MXN,false,La alcancía física 

###

Goal,Required sum,Required sum currency,Accumulated sum,Accumulated sum currency,Planned expense date,Category,Subcategory,Description
Ahorro para un sueldo normal ,70000,MXN,37.10,USD,30-12-2025,Criptomonedas,,Acumulado a través del ecosistema CryptoTab 
Compra y mantenimiento inicial HST,350,MXN,0,MXN,02-02-2025,Regalos,,
Ahorro - Monedero físico (2),300,MXN,50,MXN,03-12-2025,Casa,,Recuperación
Ahorro - Monedero físico ,300,MXN,300,MXN,25-12-2024,Inversión,,
Conseguir fondos para la tarjeta Crypto,10,USD,10,USD,28-01-2025,Inversión,,La cantidad que se solicita para poder aplicar a tener la tarjeta desde RedotPay.
Recuperar el dinero gastado de los ahorros dispersos ,200,MXN,225,MXN,26-12-2024,Casa,,Revisar el balance para más información 
